"BATCH_FILE","ITEM","BLOCKS_SEEN","NUMBER_VERDICT","WAY_UP","PHOTO_NOTES","WORDS_VERDICT","WORDS_NOTE","NAME_VERDICT","NAME_NOTE","OTHER_PROBLEMS","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_06_OF_13_V10F_W0220__cards_28-29__READER_A.json","1732","1732","MATCHES","1:SIDEWAYS 2:UPRIGHT 3:UPRIGHT 4:UPRIGHT 5:UPRIGHT 6:UPRIGHT 7:SIDEWAYS 8:UPRIGHT 9:UPRIGHT 10:UPRIGHT 11:SIDEWAYS 12:UPRIGHT","1=[1-7-3-2 (column, read bottom to top) = 1732] GROOVE BACK II SONG 55 sheet and FOUR PILLS A DAY sheet with the number blocks. Printed text runs up the screen (phone turn tag), needs a quarter turn. || 2=[NONE] End of Groove Back II (were wrong / new refrain), 'Probably can't when any tool...keep your cool' sheet, ROOFER OR TRUTHER, NETWORK DECAY, EANIE MEANIE; edge of 'I need a blender'. || 3=[NONE] End of SOME WILL SAY, TV STATIONS CAN BE FRIENDS (149), SEWN SAUSAGE SANDWICH song 64, FOUR PILLS A DAY (two printouts). || 4=[NONE] SONG 14 (12.2025 phone lyrics) ONE STEP HIGHER, full sheet. || 5=[NONE] Sheet ending 'of actions that can't be taken back' with handwritten 'Slowly driving insane by a holographic society'; SONG NUMBER 11 (797, 15b of 30) BITS AND PIECES WHORE SONG. || 6=[NONE] SONG 61 IT WILL GROW BACK, (432) FAIRYTALES, (488) BURIED TREASURE, (7) Revolutionary Shifts, 226, SONG 51 with handwritten 'Why', CLOSURE. || 7=[1 and the edge of a second block (part of 1732 row)] KEEPING COOL (771), SONG 65 SOME WILL SAY, DIDDY MOCUMENTARY PARODY song 58, TV STATIONS, SEWN SAUSAGE, FOUR PILLS. This turned copy is sideways; the original file 20260823_162937.jpg already shows upright (landscape). || 8=[NONE] SONG 57 FIND THE ___ with handwritten 'Groove Back II song 55 put here', edits 'that lasts' and 'become'; (67), (77), (464) SO SORRY, (467) TAKE NO PRISONERS, (436) ARUNDHATI ROY. || 9=[partly hidden, tilted blocks at right edge - cannot read (do not look like 1-7-3-2)] A second GROOVE BACK II SONG 55 printout (first half only) with handwritten 'Find the ___ song 57 put here'; top of IN FRONT OF THE MAN. || 10=[edge of one block at top, unreadable] IN FRONT OF THE MAN song 18, full sheet. || 11=[NONE] Blurry: end of EANIE MEANIE, 'I need a blender', PLANKTON (763, 13 of 30), edge of SONG 14. This turned copy is sideways; the original file 20260823_162951.jpg already shows upright (landscape). || 12=[NONE] Very blurry, unreadable: the BITS AND PIECES sheet and the 'Slowly driving insane' sheet (same view as photo 5).","SMALL DIFFERENCES","Typed part matches photos 1-2 (Groove Back II, Four Pills, keep your cool, Roofer, Network Decay, Eanie Meanie) with misreads: 'So I can get AIDS' (sheet: can't), 'any fool' (sheet: tool), line 'Take two of these and after this' missing. Handwritten notes on photos 8 and 9 ('Groove Back II song 55 put here', 'Find the ___ song 57 put here') not in the typed part shown. Text cut at 1800, so cannot tell if the many other sheets in photos 3-12 are typed.","OK","GROOVE BACK II SONG 55 is the printed title on the sheet.","Photo 1 (as the website shows it) is sideways and has no turned copy. Photos 7 and 11: the turned copies are SIDEWAYS - the original files already display upright, so replacing would break them. Photos 11 and 12 are too blurry to read. Photos 3-12 show about 20 other songs' sheets; unclear they are all part of 1732. Photos 5 and 12 show SONG NUMBER 11 (797, 15b of 30), same numbering series as Set List 22 (item 1733, songs 787-799) - may belong to 1733. Photo 9 has partly hidden blocks that may be another item's number.","FAIRLY SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_06_OF_13_V10F_W0220__cards_28-29__READER_A.json","1733","1733","MATCHES","1:SIDEWAYS 2:UPRIGHT 3:UPRIGHT 4:UPRIGHT 5:UPRIGHT 6:SIDEWAYS 7:SIDEWAYS 8:UPRIGHT 9:SIDEWAYS 10:UPRIGHT","1=[1-7-3-3 (reads 1733 once turned; original shows them in a row 1 7 3 3)] Overview of the whole Set List 22 spread (Songs 1-10, 12, 13, Song 67, Song 8). This turned copy is sideways; the original 20260823_163241.jpg already shows upright (landscape). || 2=[1 7 3 3 (row) = 1733] SET LIST 22 (ALBUM 32), SONG NUMBER 1 (787, 14b of 30) TONY'S SONG. || 3=[NONE] SONG NUMBER 3 (789, 14b of 30) KILL THE SEED with handwritten 'While you're day dreaming about the stars / I'm trying to find a way to warn ya!'; top of SONG NUMBER 4. || 4=[NONE] SONG NUMBER 4 (790, 15 of 30) THINKING GETS RISKY; top of SONG NUMBER 5. || 5=[NONE] SONG NUMBER 5 (791, 15 of 30) MY FAN FICTION, full. || 6=[NONE] SONG NUMBER 9 LICK MY TOES HO, SONG NUMBER 10 READING I BLOW, SONG NUMBER 12 RISK GENES. This turned copy is sideways; the original 20260823_163301.jpg already shows upright. || 7=[NONE] SONG 67 CATCH A STRAY and SONG 8 (12.2025) RECKLESS GIRLS. This turned copy is sideways; the original 20260823_163304.jpg already shows upright. || 8=[1 (edge, part of the 1733 row)] SONG NUMBER 6 (792) ME AND TOM CRUISE and SONG NUMBER 7 (793) WALLFLOWER POOP; edge of the handwritten note. || 9=[one block mostly hidden under a sheet, unreadable] SONG NUMBER 2 (788, 14b of 30) LOVE AND MY HAND and SONG NUMBER 13 (799) WHEN YOU'RE HAMMERED. This turned copy is sideways; the original 20260823_163311.jpg already shows upright. || 10=[NONE] SONG 8 (12.2025 phone lyrics) RECKLESS GIRLS, full.","SHEET WORDS NOT TYPED","Typed text jumps straight to Song Number 3: the SET LIST 22 header, Song Number 1 TONY'S SONG (photo 2) and Song Number 2 LOVE AND MY HAND (photo 9) are not in the typed part shown (text is cut at 1800, but order says they were skipped). Kill the Seed is badly misread: most lines wrong ('They say to go in the news' = 'Don't go in the ocean', 'A dead summer is a new sharp paragraph' = 'A death sentence is now thirty paragraphs') and the verse 'There's bugs in all our devices...entering our heads!' is missing. Headers misread (798,14f should be 789,14b; Song 4 798 should be 790). Handwritten note: 'worry you' should be 'warn ya', and it is below Kill the Seed in marker, not top-left pencil. Thinking Gets Risky has several misread lines ('this out like a muthafuchin squirm' = 'this nut like a muthafuckin squirrel', 'Get sweaty' = 'Get honey', 'milk the stump' line wrong).","OK","SET LIST 22 is the printed heading on the first sheet (photo 2).","Photos 1, 6, 7, 9: the turned copies are SIDEWAYS - the original files already display upright, so replacing them would make these photos wrong. Song Number 11 of this set is not pictured here; a SONG NUMBER 11 (797, 15b of 30) sheet appears on card 1732 photos 5 and 12.","FAIRLY SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_06_OF_13_V10F_W0220__cards_30-30__READER_A.json","1764","1764 (photo 1). Photo 24 shows 1765.","DIFFERENT NUMBER","1:UPRIGHT 2:UPRIGHT 3:UPRIGHT 4:UPRIGHT 5:UPRIGHT 6:UPRIGHT 7:UPRIGHT 8:UPRIGHT 9:UPRIGHT 10:UPRIGHT 11:UPRIGHT 12:SIDEWAYS 13:UPRIGHT 14:UPRIGHT 15:UPRIGHT 16:UPRIGHT 17:UPRIGHT 18:UPRIGHT 19:UPRIGHT 20:SIDEWAYS 21:UPRIGHT 22:UPRIGHT 23:UPRIGHT 24:SIDEWAYS","1=[1764] Blocks 1-7-6-4 above the typed TOAST sheet dated 7/18/2013. The date 8/4/2013 at the bottom is on the sheet underneath. || 2=[NONE] Typed sheet dated 9/28/12: YESTERDAY'S SONGS plus the countdown poem (Two days / Five days / Four days / Three days). 5/15/13 date on the sheet below. A handwritten note 'craz..' is cut off at the right edge. || 3=[NONE] Typed HUNCH sheet dated 7/5/13, with handwritten 'crazed' and 'OUT' notes. || 4=[NONE] Typed DRINK MORE WATER (5/15/13) and UNDEFINED (6/10/13) sheets. || 5=[NONE] Typed WORTH A SHOT (7/13/1..) and POINT OF REFERENCE (7/19/20..) sheets, edge of HERO'S SAGA, end of TOAST at top right. || 6=[NONE] Typed HERO'S SAGA dated 8/4/2013, HARD TO HEAR marked '(previously unpublished)', edge of CHEMISTRY. || 7=[NONE (edge of an empty box at left)] Typed WILL DO and CHEMISTRY, both marked '(previously unpublished)'. || 8=[partial blocks '2' and '9' cut off at the right edge (a neighbouring piece's number, not readable in full)] Typed OH YOU KNOW (small print, a bit blurry) and HARD WORK, marked '(previously unpublished)'. || 9=[NONE] Typed LIVING IN A JIMMY BUFFET SONG marked '(Previously Unpubli..)'. || 10=[NONE] Close-up of the typed WILL DO sheet. || 11=[NONE (bottom edge of a box at top)] Close-up of the typed TOAST sheet. || 12=[loose single boxed digits 3, 7, 8 by stacks on the table - not a full number] Overview of a table of OTHER collections: FIRST DRAFT FINISHED SONGS binder, notes '1598', '1599', 'CHECK ALL These'. Not this piece. This turned copy is still sideways (writing runs down the screen) - do not use it. || 13=[NONE] Blank sheet with handwritten 'CHECK ALL These'. Not this piece. || 14=[NONE] Cover 'FIRST DRAFT FINISHED SONGS by Tom Jensen' over the 'CHECK ALL These' note. Not this piece. || 15=[NONE] Typed EXIT THE SANDMAN (red circled 1) with note 'Some type of red circled collection'. Not this piece. || 16=[NONE (handwritten note says 1598)] Typed CANDY RAPPER SUPERSTAR by Brian Rainstorm, notes 'Posted 401' and 'Another collection have to trace it back 100 pages maybe? 1598'. Not this piece. || 17=[NONE (handwritten note says 1599)] Tabbed binder open at WORTH THE WAIT (JD SONG), note 'Poems sorted by subject Big Binder 1599'. Not this piece. || 18=[NONE] Printed SONG INDEX page 128 with note 'Looks like printed poems by tom & blurbs First Book'. Not this piece. || 19=[NONE] Typed THE PARADIGM with note 'not JD STYLE' and 'CHECK ALL These'. The poem itself is printed sideways on the page; the handwritten notes read upright. Not this piece. || 20=[loose boxed digit 3 and empty boxes - not a full number] Spread of printed sheets and index pages under 'CHECK ALL These'. Website shows it sideways. Not this piece. || 21=[NONE] Typed WITH YOU by Brian Rainstorm over a WINGMAN sheet and 'In the shape of an angel'. Not this piece. || 22=[loose single boxed digit 7 - not a full number] Typed GILLIGAN SMILES sheet headed 'OVER AND UNDER 1'. Not this piece. || 23=[single boxed digit 8 - not a full number] Stack of sheets topped by AMONGST MEN by Tom Jensen. Not this piece. || 24=[1765] Black SLAMMER electric guitar in a case with blocks 1-7-6-5 = item 1765. Not this piece. This turned copy is sideways: the blocks only read right with the guitar lying flat (wide).","MATCH","Visible typed words match TOAST (photos 1, 11) and the 9/28/12 YESTERDAY'S SONGS / countdown sheet (photo 2). The '8/4/2013' typed after TOAST is really the date on the HERO'S SAGA sheet underneath. Typed text is cut at 'Four da', so the other ~12 poems in the bundle (HUNCH, DRINK MORE WATER, UNDEFINED, WORTH A SHOT, POINT OF REFERENCE, HERO'S SAGA, HARD TO HEAR, CHEMISTRY, WILL DO, OH YOU KNOW, HARD WORK, LIVING IN A JIMMY BUFFET SONG) could not be checked here.","OK","TOAST is the title of the top sheet sitting under the 1764 blocks. The piece is a bundle of about 14 typed poems.","Photo 24 is a guitar with blocks 1765 - it belongs on item 1765, take it off this card. Photos 12-23 (12 photos) show a different set of pieces (the 'CHECK ALL These' table: First Draft Finished Songs binder, Exit the Sandman, Candy Rapper Superstar noted 1598, Big Binder noted 1599, Song Index, The Paradigm, With You, Gilligan Smiles, Amongst Men) - no 1764 blocks and none of their words are typed here; they look like other catalogue numbers' photos. Photo 8 shows cut-off blocks '2' and '9' from a neighbouring piece. Turned copies for photos 12 and 24 are still sideways; photo 20 (as the website shows it) is sideways.","FAIRLY SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_01-10__READER_A.json","1946","1946","MATCHES","1:UPRIGHT 2:UPRIGHT 3:UPRIGHT 4:UPRIGHT","1=[1946] Overview: pink handwritten song notes, printed JULIA'S GARDEN sheet with circled rhyme letters, lined sheet of rhyme pairs. || 2=[NONE] Close-up of the pink marker notes sheet (50 second opening awesome...). || 3=[NONE] Close-up of the printed JULIA'S GARDEN sheet with circled A/B rhyme letters. || 4=[NONE] Close-up of the lined sheet: sad,sad / long,long / years,tears ... I Don't Know / clue,do.","SMALL DIFFERENCES","All three pictured sheets are typed and match. But the pink notes sheet is typed twice (two readings of the same sheet), and the printed JULIA'S GARDEN poem appears a second time at the end with 'A B' rhyme letters - looks like a repeat reading of the same printed sheet, not a new sheet. Repeated text a buyer would see.","OK","","","FAIRLY SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_01-10__READER_A.json","1952","1952","MATCHES","1:UPRIGHT 2:UPRIGHT 3:UPRIGHT 4:UPRIGHT","1=[1952] Printed two-column RUMORS FROM HEAVEN sheet with handwritten 'Revised', a blank lined sheet corner at right. || 2=[NONE] Close-up of the RUMORS FROM HEAVEN Revised poem, both columns. || 3=[NONE] Printed CAST OF CHARACTERS page with author notes about the poem. || 4=[NONE] Angled, cropped close-up of the same CAST OF CHARACTERS page (right side cut off).","SMALL DIFFERENCES","Poem text matches the sheet. Line 'There's Sammy Davis Jr.' is missing (typed goes straight to 'He's sure can tap dance'). Typed text cut at 1800 chars so the CAST OF CHARACTERS page could not be checked.","OK","","Photo 4 is a tilted, cropped repeat of photo 3's page - fine but weak.","FAIRLY SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_01-10__READER_A.json","1970","1970","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[1970] Printed page 1 of Politician Blues. || 2=[1970] Printed page 2 of Politician Blues (So it should come to no surprise ... politician blues).","SMALL DIFFERENCES","Page 1 matches. On page 2 the line 'True has come our biggest fears' is missing between 'That honesty has disapeared' and 'There's no one left who really cares'.","OK","","Summary says a single sheet, but the photos show two printed pages.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_01-10__READER_A.json","1971","1971","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[1971] Printed page 1 of CLINICAL DEPRESSION (Parents/Daughter dialogue). || 2=[1971] Printed page 2: five lines, 'The world would've been your oyester...' to 'didn't have to end'.","SMALL DIFFERENCES","Missing lines: 'Parents: Whatever you did in the past is nothing compared to this' and 'You placed me on a pedistal so I was bound to fall'. 'learn to walk / learn to talk' are swapped. 'I realize I've only made one mistake...' is out of order. Text cut at 1800 so page 2 (oyester lines) could not be checked.","OK","","","FAIRLY SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_01-10__READER_A.json","1977","1977","MATCHES","1:UPRIGHT","1=[1977] Printed A COP ASKED THE WITNESSES poem on one sheet.","MATCH","","OK","","Summary says the number squares are to the left; they are above the sheet. Minor.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_01-10__READER_A.json","1982","1982","MATCHES","1:UPRIGHT","1=[1982] Printed page 1 of CLINICAL DEPRESSION (with handwritten 't' added to 'best shot').","MATCH","Page 1 matches, including the 'Whatever you did in the past' and 'pedistal' lines. Text cut at 1800 so the end could not be checked.","OK","","This item's second page (the five 'oyester' lines, blocks 1982) is sitting on card 1986 as its photo 1 (file 20260818_115432.jpg). That photo belongs on 1982.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_01-10__READER_A.json","1985","1985","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[1985] Printed A PERFECT WORLD poem with handwritten 'by Tom Jensen' at top. || 2=[NONE (squares cut off at top edge, digits not visible)] Printed commentary page: A PERFECT WORLD / Title: contradictory / Stanza 1-6 notes.","MATCH","Poem matches. 'lyg Tom Jensen' is a misread of handwritten 'by Tom Jensen'. Text cut at 1800 so the commentary page could not be checked.","OK","","","FAIRLY SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_01-10__READER_A.json","1986","1986 (photo 2); 1982 (photo 1)","DIFFERENT NUMBER","1:UPRIGHT 2:UPRIGHT","1=[1982] Page 2 of CLINICAL DEPRESSION copy 1982: five lines 'The world would've been your oyester...' - not this item. || 2=[1986] Printed Poem 2 AROUND THE KING'S TABLE on a sheet with a torn left edge.","TYPED WORDS INCLUDE A SHEET NOT PICTURED","AROUND THE KING'S TABLE part matches photo 2. The opening five 'oyester' lines plus 'CLINICAL DEPRESSION [?] the steps [?] my strug[?]' are from item 1982's page 2 (photo 1, blocks 1982), not from this sheet. They should come off when that photo moves to 1982.","OK","","Photo 1 (20260818_115432.jpg) shows blocks 1982 - it belongs to item 1982, not 1986. Summary says number squares on the left; they are above.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_01-10__READER_A.json","1987","1987","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[1987] Printed A PERFECT WORLD poem with handwritten 'by Tom Jensen' and 'When born/edit biography' notes. || 2=[1987] Printed commentary page: A PERFECT WORLD / Title: contradictory / Stanza notes.","MATCH","Handwritten notes and poem match. Text cut at 1800 so the commentary page could not be checked.","OK","","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_01-10__READER_A.json","1988","1988","MATCHES","1:UPRIGHT","1=[1988] Printed Poem 1 Hidden Evils with author's note paragraph.","MATCH","","OK","","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_11-20__READER_A.json","1989","1989","MATCHES","1:UPRIGHT 2:UPRIGHT 3:UPRIGHT 4:UPRIGHT","1=[1989] Typed page 1: 'Tom Jensen / Ten of my better poems created in this class / December 5, 1999', Poem 1 Symphony In My Head, Poem 2 Call It Fate. || 2=[1989] Typed page: Poem 4 Patching The Hole, Poem 5 Winter Of The Dead (start). Turned copy reads upright. || 3=[1989] Typed page: end of Call It Fate, Poem 3 The Truth About Turtles. Turned copy reads upright. || 4=[1989] Typed sheet with handwritten titles 'Winter of the dead' and 'Patching the hole'; lower right corner torn. Turned copy reads upright.","MATCH","Typed words match photo 1 word for word as far as shown (cut at check limit, rest not checked).","OK","Both titles are handwritten on photo 4.","Printed/typed sheets; the only handwriting is the two titles on photo 4. Summary mentions sticky notes - none seen, only number blocks.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_11-20__READER_A.json","2009","2009","MATCHES","1:UPRIGHT 2:UPRIGHT 3:UPRIGHT","1=[2009] Typed page with paper clip: Set List Twenty Two (22) Inherent Absence, 19-song list, (1) Another Epic Poem. || 2=[NONE] Close-up of an inside page: Buridan's Ass lines (left, cut off) and (8) Groove Back II. Turned copy reads upright. || 3=[NONE] Close-up of an inside page: (17) Wallflower Poop. Turned copy reads upright.","MATCH","Typed words match photo 1 (title, song list, Another Epic Poem) as far as shown; rest cut at check limit.","OK","","Printed/typed sheets, no handwriting. Photos 2 and 3 are close-ups with no number blocks; left-column text cut off at the edge.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_11-20__READER_A.json","2010","2010","MATCHES","1:UPRIGHT 2:UPRIGHT 3:UPRIGHT 4:UPRIGHT","1=[2010] Typed page with paper clip: Zionation Set List 23, 15-song list, (1) Kayfabe, (2) Noble Place Hate. || 2=[NONE] Close-up: 'In a land full of hiders...', (5) Sun, Moon And Truth, (6) Strawman. Turned copy reads upright. || 3=[NONE] Close-up: 'Oh, shit. They just bought TikTok...' to '(con't --->)'. Turned copy reads upright. || 4=[NONE] Close-up: 'Find the truth...' and (14) Some Will Say. Turned copy reads upright.","SHEET WORDS NOT TYPED","Typed words start at 'In a land full of hiders' (photo 2). Missing: photo 1's song list, (1) Kayfabe and (2) Noble Place Hate; also photo 2's (5) Sun, Moon And Truth and (6) Strawman are skipped in the part shown. Typed words also carry junk cut-off margin bits ('r a llama. / elsons say. / n say! / 'ed') from the left edge of photo 3.","OK","","Printed/typed sheets, no handwriting. Photos 2-4 are close-ups with no number blocks.","FAIRLY SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_11-20__READER_A.json","2011","2011","MATCHES","1:UPRIGHT 2:UPRIGHT 3:UPRIGHT 4:UPRIGHT","1=[2011] Typed page with paper clip: Bi Ride Or Die Ride Set List 24, 16-song list, Song 1 Reading I Blow (Rainbow), Song 2 I've Been Slappin. || 2=[2011 (first block half cut off)] Page: 'There's no more faking...' to 'Looking at that big behind...'; left column cut off. Turned copy reads upright. || 3=[_01_ (edge blocks cut off; consistent with 2011)] Page: 'I've felled thousands of trees...' Melanie Ann McCarthy lines. Turned copy reads upright. || 4=[NONE] Close-up: Song 14 Chick Fillet. Turned copy reads upright.","MATCH","Typed words match photo 1 and continue into photo 2 ('There's no more faking...'); rest cut at check limit.","OK","","Printed/typed sheets, no handwriting.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_11-20__READER_A.json","11","011","MATCHES","1:UPRIGHT","1=[011] Handwritten loose-leaf sheet torn from a binder: 'Where is Noah when you need him?' ending 'and you shook your fists'.","TYPED WORDS INCLUDE A SHEET NOT PICTURED","First section matches the photo. The later sections are on no photo here: 'As the bright green trees begin to lose their leaves...', 'Finally the time has come.. I am the one...' / 'Random thoughts go pop, pop, pop', and 'Rolling hills don't pay my b[?]...' (probably the back of the sheet).","OK","","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_11-20__READER_A.json","29","028","DIFFERENT NUMBER","1:UPRIGHT 2:UPRIGHT","1=[028] Handwritten spiral-torn sheet: 'It looks like I'm stuck inside the house again...' to 'Now everyone is history'. || 2=[028] Second handwritten spiral-torn sheet: 'I'm the one left singing the blues...' to 'I'll spend six months in a correctional facility'. Slightly tilted but reads normally.","SHEET WORDS NOT TYPED","Typed words are only 4 lines from photo 1 ('Being straight is kinda tough / That's why I write for you / Thinking up rhymes / Really kills the time'). The rest of photo 1 and all of photo 2 are not typed.","OK","First line of photo 1.","Both photos show blocks 0-2-8 = item 28, not 29. These photos belong to number 28 per their blocks.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_11-20__READER_A.json","38","038","MATCHES","1:UPRIGHT","1=[038] Handwritten sheet in blue marker: 'Well, its not who you know its who you don't...' to 'and days and days'.","TYPED WORDS INCLUDE A SHEET NOT PICTURED","First section matches the photo. Later sections are on no photo here: 'The smoke from the fire soon disapaited...', 'When the yellow sun is glowing...', 'I've been waiting for my baby...'.","OK","First line (cut short) of the sheet.","Summary says spiral notebook, torn; the photo shows a plain unlined sheet with no spiral edge visible.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_11-20__READER_A.json","43","043","MATCHES","1:UPRIGHT","1=[043] Handwritten white loose-leaf sheet, black ink: 'I spent a week inside an empty room...' to 'Who thought that only doves play the game'.","TYPED WORDS INCLUDE A SHEET NOT PICTURED","First two sections match the photo. Later sections are on no photo here: 'I JUST WANT to make my mark...' and 'Johanna / Joe Anna / I finally put a name to a face...'.","OK","","Summary says PINK PAPER - hot pink loose leaf; the photo shows white loose-leaf, not pink.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_11-20__READER_A.json","45","045","MATCHES","1:UPRIGHT","1=[045] Handwritten hole-punched loose-leaf sheet: 'My presence is important...' to 'dozen by dozen by dozen'; rest of page blank.","TYPED WORDS INCLUDE A SHEET NOT PICTURED","Only the first section is on the photo. Not pictured: 'I'm just warming up...', 'out on the streets / Raw and uncut...', 'Turn the page...', 'I hear you say power to the people...', 'My hand is but symbolic...' and 'Sitting here / Surrounded by so many...'.","OK","","Summary says 'numbered 3+4 in cards'; the cards in the photo read 0-4-5.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_11-20__READER_A.json","46","046","MATCHES","1:UPRIGHT","1=[046] Handwritten sheet: 'She had a reputation for repetition...' to 'And I'll never be called a liar'.","TYPED WORDS INCLUDE A SHEET NOT PICTURED","First section matches the photo. Not pictured: 'I gauge lost time through cigarette butts...', 'I need a curtain...', 'My boss here and me...', 'If it's half as good as...', 'You came in the door...'.","OK","","Summary says spiral notebook, torn, numbered 4 in cards; the photo shows a plain unlined sheet with no spiral edge visible, cards read 0-4-6.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_21-30__READER_A.json","50","050","MATCHES","1:UPRIGHT","1=[0-5-0 (the 5 is drawn like an S) = 050] Torn spiral notebook sheet, 'So you never believed that candle would burn again', three stanzas","SHEET WORDS NOT TYPED","Typed words are only a 6-line excerpt of photo 1. About 18 lines are missing: lines 4-10 of verse 1 ('Never again to feel the warmth of the sun' ... 'Your sad, sad song'), most of verse 2, and the whole last stanza ('Appreciation is in depreciation ... ill will is learning how to kill').","OK","First line of the sheet.","Summary says 'numbered 0 (=10?) in cards' - the blocks read 050, so the summary is wrong.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_21-30__READER_A.json","78","078","MATCHES","1:UPRIGHT","1=[0-7-8 = 078] White sheet, dark green ink, 'Empty limes are being filled / Sadam Husseins oil is being spilled'","MATCH","Typed words follow the sheet line for line.","OK","First line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_21-30__READER_A.json","94","094","MATCHES","1:UPRIGHT","1=[0-9-4 = 094] Loose-leaf sheet, 'Nails 394' and 'IGGYS ANTHEM 400/401' boxed at top, 'Rain... it makes the flowers grow' / 'Pain...' lines with syllable counts in margin","TYPED WORDS INCLUDE A SHEET NOT PICTURED","The Rain/Pain part matches photo 1 (a few Pain lines are jumbled). The last part after '---' ('Because I'm feeling old, sad and alone / Today is my day and I'm sitting here at home / No body knocking on the door / There's no one calling on the phone') is not on this photo.","NOT FROM THIS SHEET","'SEEING STARS' is not written on the sheet. Should be 'Rain... it makes the flowers grow' (first line); the sheet's boxed headings are 'Nails 394' and 'IGGYS ANTHEM 400/401'.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_21-30__READER_A.json","96","096","MATCHES","1:UPRIGHT","1=[0-9-6 = 096] Small torn spiral-notebook scrap: 'Michael HAWK might look a little strange to you / Because his head is purple, his belly is white and sometimes his feet are blue'","TYPED WORDS INCLUDE A SHEET NOT PICTURED","Only the first 5 lines (Michael Hawk) are on the photo. Everything after the first '---' ('I could live for you...', 'Listen closely... plot twist', 'Another candle Another year', 'new method to my madness', and 'FROM A DISTANCE') is on no photo here.","NOT FROM THIS SHEET","'FALLEN CLOUDS' is not on the scrap. Should be 'Michael Hawk might look a little strange to you'.","Summary says 'loose leaf, two sheets (273 = continuation)' - the photo shows one small torn notebook scrap.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_21-30__READER_A.json","97","097","MATCHES","1:UPRIGHT","1=[0-9-7 = 097] Small torn spiral-notebook scrap, black ink: 'Pandora's box / The face of a clock ... 4/5/11 ... Surreal and sublime'","TYPED WORDS INCLUDE A SHEET NOT PICTURED","The first section (Pandora's box ... Surreal and sublime) matches the photo. Everything after '---' (the cut-off 'She said...' lines, verse 4 'Given time all things must pass', verse 5 'She woke up this morning', verse 7) is on no photo here.","NOT FROM THIS SHEET","'PIGEON LAND' is not on the scrap. Should be 'Pandora's box' (first line).","Summary says 'loose leaf, purple ink' - photo shows a small torn spiral scrap in black ink.","SURE"
